19.4899882275854+0.624787074595655i,83.2706655374433+83.2706655374433i,11.7712534700514+6.58160113437931i,-63.8300332266117+63.8300332266117i
19.4897909732371+0.630910310206593i,83.2740356161472+83.2740356161472i,11.7713133475566+6.58805754205081i,-63.8327813060572+63.8327813060572i
19.4895917951312+0.637033483542952i,83.2774046829938+83.2774046829938i,11.7713713899907+6.59451397261486i,-63.8355302768838+63.8355302768838i
19.4893906932873+0.643156594000339i,83.2807727375304+83.2807727375304i,11.7714275973592+6.60097042542302i,-63.8382801389413+63.8382801389414i
19.4891876677253+0.649279640974366i,83.2841397793043+83.2841397793043i,11.7714819696678+6.60742689982674i,-63.8410308920798+63.8410308920799i
19.4889827184652+0.655402623860654i,83.2875058078629+83.2875058078629i,11.7715345069223+6.61388339517756i,-63.8437825361492+63.8437825361492i
19.4887758455273+0.661525542054827i,83.2908708227538+83.2908708227538i,11.7715852091289+6.62033991082688i,-63.846535070999+63.846535070999i
19.488567048932+0.667648394952517i,83.2942348235247+83.2942348235247i,11.7716340762937+6.62679644612623i,-63.8492884964791+63.8492884964792i
19.4883563286998+0.673771181949362i,83.2975978097233+83.2975978097232i,11.771681108423+6.63325300042706i,-63.8520428124391+63.8520428124392i
19.4881436848517+0.679893902441008i,83.3009597808975+83.3009597808974i,11.7717263055236+6.63970957308086i,-63.8547980187286+63.8547980187286i
19.4879291174085+0.686016555823104i,83.3043207365952+83.3043207365952i,11.7717696676022+6.64616616343911i,-63.8575541151969+63.8575541151969i
19.4877126263914+0.69213914149131i,83.3076806763647+83.3076806763647i,11.7718111946656+6.65262277085325i,-63.8603111016936+63.8603111016936i
19.4874942118219+0.698261658841289i,83.3110395997541+83.3110395997541i,11.7718508867211+6.65907939467483i,-63.8630689780679+63.8630689780679i
19.4872738737215+0.704384107268714i,83.3143975063116+83.3143975063116i,11.7718887437759+6.66553603425521i,-63.8658277441691+63.8658277441691i
19.4870516121119+0.710506486169261i,83.3177543955858+83.3177543955858i,11.7719247658375+6.67199268894595i,-63.8685873998465+63.8685873998465i
19.486827427015+0.716628794938617i,83.3211102671252+83.3211102671252i,11.7719589529136+6.6784493580985i,-63.871347944949+63.871347944949i
19.4866013184531+0.722751032972473i,83.3244651204784+83.3244651204784i,11.771991305012+6.68490604106431i,-63.8741093793258+63.8741093793259i
19.4863732864484+0.728873199666528i,83.3278189551941+83.3278189551941i,11.7720218221407+6.69136273719487i,-63.8768717028259+63.8768717028259i
19.4861433310233+0.734995294416488i,83.3311717708212+83.3311717708212i,11.772050504308+6.69781944584165i,-63.8796349152981+63.8796349152981i
19.4859114522008+0.741117316618066i,83.3345235669088+83.3345235669088i,11.7720773515222+6.70427616635612i,-63.8823990165912+63.8823990165912i
19.4856776500035+0.747239265666983i,83.3378743430058+83.3378743430058i,11.772102363792+6.71073289808975i,-63.885164006554+63.885164006554i
19.4854419244546+0.753361140958964i,83.3412240986615+83.3412240986614i,11.7721255411259+6.71718964039397i,-63.8879298850352+63.8879298850352i
19.4852042755774+0.759482941889747i,83.3445728334251+83.3445728334251i,11.772146883533+6.7236463926203i,-63.8906966518833+63.8906966518833i
19.4849647033952+0.765604667855071i,83.3479205468461+83.3479205468461i,11.7721663910224+6.73010315412016i,-63.893464306947+63.893464306947i
19.4847232079319+0.771726318250688i,83.351267238474+83.351267238474i,11.7721840636034+6.7365599242451i,-63.8962328500746+63.8962328500746i
19.4844797892111+0.777847892472353i,83.3546129078584+83.3546129078584i,11.7721999012853+6.74301670234651i,-63.8990022811146+63.8990022811146i
19.484234447257+0.783969389915831i,83.357957554549+83.357957554549i,11.772213904078+6.74947348777587i,-63.9017725999153+63.9017725999153i
19.4839871820937+0.790090809976895i,83.3613011780958+83.3613011780958i,11.7722260719911+6.75593027988466i,-63.9045438063248+63.9045438063248i
19.4837379937456+0.796212152051323i,83.3646437780487+83.3646437780486i,11.7722364050347+6.76238707802436i,-63.9073159001914+63.9073159001914i
19.4834868822374+0.802333415534904i,83.3679853539576+83.3679853539576i,11.772244903219+6.76884388154643i,-63.9100888813632+63.9100888813632i
19.4832338475938+0.808454599823432i,83.371325905373+83.371325905373i,11.7722515665544+6.77530068980234i,-63.9128627496881+63.9128627496881i
19.4829788898398+0.81457570431271i,83.3746654318449+83.3746654318449i,11.7722563950514+6.78175750214355i,-63.9156375050142+63.9156375050142i
19.4827220090006+0.820696728398548i,83.3780039329239+83.3780039329238i,11.7722593887207+6.78821431792155i,-63.9184131471892+63.9184131471892i
19.4824632051015+0.826817671476767i,83.3813414081604+83.3813414081603i,11.7722605475732+6.79467113648779i,-63.921189676061+63.921189676061i
19.4822024781681+0.832938532943192i,83.384677857105+83.384677857105i,11.7722598716201+6.80112795719374i,-63.9239670914773+63.9239670914773i
19.4819398282261+0.839059312193658i,83.3880132793086+83.3880132793085i,11.7722573608726+6.8075847793909i,-63.9267453932858+63.9267453932858i
19.4816752553014+0.845180008624009i,83.3913476743218+83.3913476743218i,11.7722530153421+6.81404160243071i,-63.929524581334+63.929524581334i
19.4814087594202+0.851300621630094i,83.3946810416958+83.3946810416958i,11.7722468350402+6.82049842566466i,-63.9323046554694+63.9323046554695i
19.4811403406087+0.857421150607774i,83.3980133809816+83.3980133809816i,11.7722388199789+6.82695524844422i,-63.9350856155395+63.9350856155395i
19.4808699988934+0.863541594952916i,83.4013446917303+83.4013446917303i,11.77222897017+6.83341207012089i,-63.9378674613916+63.9378674613917i
19.4805977343011+0.869661954061395i,83.4046749734933+83.4046749734933i,11.7722172856258+6.83986889004609i,-63.9406501928731+63.9406501928731i
19.4803235468586+0.875782227329098i,83.4080042258219+83.4080042258219i,11.7722037663586+6.84632570757138i,-63.943433809831+63.943433809831i
19.480047436593+0.881902414151915i,83.4113324482677+83.4113324482677i,11.7721884123808+6.8527825220482i,-63.9462183121125+63.9462183121125i
19.4797694035315+0.888022513925749i,83.4146596403823+83.4146596403823i,11.7721712237053+6.85923933282799i,-63.9490036995648+63.9490036995648i
19.4794894477015+0.89414252604651i,83.4179858017174+83.4179858017174i,11.7721522003449+6.86569613926223i,-63.9517899720347+63.9517899720347i
19.4792075691308+0.900262449910115i,83.4213109318249+83.4213109318249i,11.7721313423127+6.87215294070247i,-63.9545771293692+63.9545771293692i
19.4789237678471+0.906382284912493i,83.4246350302568+83.4246350302568i,11.772108649622+6.87860973650017i,-63.9573651714152+63.9573651714152i
19.4786380438784+0.91250203044958i,83.4279580965651+83.4279580965651i,11.7720841222861+6.88506652600683i,-63.9601540980194+63.9601540980194i
19.4783503972529+0.91862168591732i,83.431280130302+83.431280130302i,11.7720577603187+6.89152330857389i,-63.9629439090284+63.9629439090284i
19.4780608279991+0.924741250711667i,83.4346011310198+83.4346011310198i,11.7720295637335+6.89798008355286i,-63.965734604289+63.965734604289i
19.4777693361455+0.930860724228585i,83.437921098271+83.437921098271i,11.7719995325446+6.90443685029521i,-63.9685261836476+63.9685261836476i
19.4774759217208+0.936980105864044i,83.441240031608+83.4412400316079i,11.7719676667661+6.91089360815246i,-63.9713186469507+63.9713186469508i
19.4771805847542+0.943099395014026i,83.4445579305835+83.4445579305834i,11.7719339664122+6.91735035647611i,-63.9741119940448+63.9741119940448i
19.4768833252746+0.94921859107452i,83.4478747947502+83.4478747947502i,11.7718984314977+6.92380709461768i,-63.9769062247761+63.9769062247761i
19.4765841433114+0.955337693441527i,83.451190623661+83.451190623661i,11.771861062037+6.93026382192862i,-63.9797013389908+63.9797013389908i
19.4762830388942+0.961456701511054i,83.454505416869+83.454505416869i,11.7718218580452+6.93672053776044i,-63.9824973365352+63.9824973365352i
19.4759800120528+0.967575614679118i,83.4578191739271+83.457819173927i,11.7717808195371+6.94317724146465i,-63.9852942172554+63.9852942172554i
19.4756750628169+0.973694432341748i,83.4611318943885+83.4611318943885i,11.7717379465282+6.94963393239276i,-63.9880919809973+63.9880919809973i
19.4753681912167+0.979813153894979i,83.4644435778067+83.4644435778067i,11.7716932390337+6.95609060989625i,-63.9908906276069+63.9908906276069i
19.4750593972825+0.985931778734858i,83.467754223735+83.4677542237349i,11.7716466970693+6.96254727332667i,-63.9936901569301+63.9936901569301i
19.4747486810448+0.992050306257439i,83.4710638317269+83.4710638317269i,11.7715983206508+6.96900392203551i,-63.9964905688127+63.9964905688127i
19.4744360425342+0.998168735858789i,83.4743724013361+83.4743724013361i,11.7715481097941+6.97546055537428i,-63.9992918631005+63.9992918631005i
19.4741214817816+1.00428706693498i,83.4776799321165+83.4776799321165i,11.7714960645153+6.98191717269451i,-64.0020940396389+64.002094039639i
19.4738049988181+1.0104052988821i,83.4809864236217+83.4809864236217i,11.7714421848307+6.98837377334769i,-64.0048970982738+64.0048970982738i
19.4734865936748+1.01652343109625i,83.484291875406+83.484291875406i,11.7713864707569+6.9948303566854i,-64.0077010388505+64.0077010388505i
19.4731662663833+1.02264146297351i,83.4875962870233+83.4875962870233i,11.7713289223104+7.00128692205912i,-64.0105058612144+64.0105058612144i
19.4728440169751+1.02875939391002i,83.4908996580279+83.4908996580279i,11.7712695395082+7.00774346882037i,-64.013311565211+64.013311565211i
19.472519845482+1.0348772233019i,83.4942019879742+83.4942019879742i,11.7712083223674+7.01419999632074i,-64.0161181506855+64.0161181506855i
19.4721937519361+1.04099495054527i,83.4975032764165+83.4975032764165i,11.771145270905+7.02065650391166i,-64.0189256174831+64.0189256174831i
19.4718657363695+1.04711257503628i,83.5008035229095+83.5008035229095i,11.7710803851385+7.02711299094476i,-64.0217339654489+64.0217339654489i
19.4715357988146+1.05323009617109i,83.5041027270078+83.5041027270078i,11.7710136650854+7.03356945677154i,-64.0245431944281+64.0245431944281i
19.471203939304+1.05934751334586i,83.5074008882662+83.5074008882662i,11.7709451107636+7.04002590074356i,-64.0273533042655+64.0273533042655i
19.4708701578704+1.06546482595677i,83.5106980062397+83.5106980062397i,11.770874722191+7.04648232221235i,-64.030164294806+64.0301642948061i
19.4705344545468+1.0715820334i,83.5139940804832+83.5139940804832i,11.7708024993855+7.05293872052947i,-64.0329761658946+64.0329761658946i
19.4701968293663+1.07769913507174i,83.5172891105519+83.5172891105519i,11.7707284423657+7.05939509504649i,-64.035788917376+64.035788917376i
19.4698572823622+1.08381613036821i,83.5205830960011+83.5205830960011i,11.7706525511498+7.06585144511491i,-64.0386025490948+64.0386025490948i
19.4695158135681+1.08993301868562i,83.5238760363861+83.523876036386i,11.7705748257567+7.07230777008634i,-64.0414170608956+64.0414170608956i
19.4691724230176+1.09604979942019i,83.5271679312623+83.5271679312623i,11.770495266205+7.07876406931231i,-64.044232452623+64.044232452623i
19.4688271107447+1.10216647196816i,83.5304587801854+83.5304587801854i,11.7704138725138+7.08522034214439i,-64.0470487241215+64.0470487241215i
19.4684798767835+1.10828303572579i,83.5337485827112+83.5337485827112i,11.7703306447023+7.09167658793419i,-64.0498658752353+64.0498658752354i
19.4681307211681+1.11439949008933i,83.5370373383954+83.5370373383954i,11.77024558279+7.09813280603329i,-64.0526839058089+64.0526839058089i
19.4677796439331+1.12051583445505i,83.5403250467939+83.5403250467939i,11.7701586867962+7.10458899579318i,-64.0555028156865+64.0555028156865i
19.4674266451131+1.12663206821922i,83.5436117074629+83.5436117074629i,11.7700699567408+7.11104515656554i,-64.0583226047121+64.0583226047121i
19.467071724743+1.13274819077815i,83.5468973199585+83.5468973199584i,11.7699793926437+7.11750128770187i,-64.06114327273+64.06114327273i
19.4667148828578+1.13886420152814i,83.5501818838369+83.5501818838369i,11.769886994525+7.12395738855386i,-64.063964819584+64.063964819584i
19.4663561194927+1.1449800998655i,83.5534653986547+83.5534653986547i,11.7697927624048+7.13041345847299i,-64.0667872451181+64.0667872451181i
19.4659954346832+1.15109588518654i,83.5567478639683+83.5567478639682i,11.7696966963038+7.13686949681095i,-64.0696105491763+64.0696105491763i
19.4656328284648+1.15721155688762i,83.5600292793343+83.5600292793343i,11.7695987962424+7.14332550291931i,-64.0724347316022+64.0724347316022i
19.4652683008733+1.16332711436507i,83.5633096443095+83.5633096443095i,11.7694990622416+7.14978147614968i,-64.0752597922395+64.0752597922395i
19.4649018519447+1.16944255701526i,83.5665889584508+83.5665889584508i,11.7693974943223+7.15623741585366i,-64.0780857309319+64.078085730932i
19.4645334817153+1.17555788423455i,83.5698672213151+83.5698672213151i,11.7692940925057+7.16269332138288i,-64.080912547523+64.080912547523i
19.4641631902212+1.18167309541933i,83.5731444324596+83.5731444324596i,11.7691888568131+7.16914919208895i,-64.0837402418562+64.0837402418562i
19.4637909774992+1.18778818996598i,83.5764205914414+83.5764205914414i,11.769081787266+7.1756050273235i,-64.0865688137749+64.086568813775i
19.4634168435858+1.19390316727092i,83.579695697818+83.579695697818i,11.7689728838863+7.18206082643816i,-64.0893982631225+64.0893982631225i
19.4630407885182+1.20001802673055i,83.5829697511467+83.5829697511466i,11.7688621466957+7.18851658878456i,-64.0922285897422+64.0922285897422i
19.4626628123333+1.20613276774131i,83.5862427509851+83.586242750985i,11.7687495757163+7.19497231371434i,-64.0950597934772+64.0950597934772i
19.4622829150685+1.21224738969963i,83.5895146968908+83.5895146968908i,11.7686351709705+7.20142800057916i,-64.0978918741706+64.0978918741706i
19.4619010967613+1.21836189200196i,83.5927855884218+83.5927855884218i,11.7685189324805+7.20788364873065i,-64.1007248316653+64.1007248316653i
19.4615173574493+1.22447627404477i,83.5960554251359+83.5960554251359i,11.768400860269+7.21433925752046i,-64.1035586658044+64.1035586658044i
19.4611316971705+1.23059053522453i,83.5993242065911+83.5993242065911i,11.7682809543589+7.22079482630026i,-64.1063933764308+64.1063933764308i
19.460744115963+1.23670467493773i,83.6025919323455+83.6025919323455i,11.768159214773+7.22725035442172i,-64.1092289633871+64.1092289633872i
19.4603546138649+1.24281869258087i,83.6058586019576+83.6058586019576i,11.7680356415346+7.2337058412365i,-64.1120654265163+64.1120654265163i
